,Longitude,Latitude,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,presence
125,-120.9531465829437,36.37408808183989,139.0,125,46,4825.0,290.0,16.0,273.0,80.0,200.0,205.0,72.0,375.0,76.0,1.0,89.0,218.0,3.0,3.0,213.0,0
126,-117.52811271561625,33.924447488475494,191.0,120,42,5580.0,343.0,61.0,282.0,127.0,261.0,273.0,119.0,442.0,93.0,1.0,92.0,277.0,5.0,7.0,249.0,0
127,-117.3521218873138,33.86611165798232,179.0,121,42,5575.0,332.0,49.0,283.0,115.0,248.0,260.0,107.0,378.0,79.0,2.0,88.0,231.0,7.0,9.0,197.0,0
128,-120.5785921017362,41.21469813630927,94.0,118,33,7857.0,300.0,-50.0,351.0,-5.0,214.0,214.0,-5.0,272.0,35.0,5.0,42.0,104.0,20.0,20.0,104.0,0
129,-123.8345125493811,41.70558339341836,107.0,84,40,4412.0,232.0,21.0,211.0,53.0,164.0,173.0,53.0,1763.0,310.0,7.0,75.0,923.0,41.0,46.0,923.0,0
130,-114.63482580066582,34.019174048192035,231.0,129,36,7762.0,415.0,66.0,349.0,339.0,297.0,339.0,127.0,118.0,20.0,1.0,55.0,50.0,4.0,50.0,39.0,0
131,-117.04289008607591,33.82752349418606,175.0,126,42,5866.0,336.0,39.0,297.0,107.0,247.0,261.0,99.0,444.0,85.0,2.0,83.0,249.0,15.0,19.0,239.0,0
132,-121.16584347688766,41.15835316614334,103.0,120,34,7665.0,307.0,-40.0,347.0,5.0,219.0,219.0,5.0,415.0,66.0,4.0,58.0,195.0,18.0,18.0,195.0,0
133,-121.63601305618032,36.612962479675474,150.0,93,47,3341.0,256.0,60.0,195.0,103.0,191.0,195.0,103.0,378.0,79.0,1.0,88.0,221.0,4.0,4.0,221.0,0
134,-123.5428930429867,39.23518253363535,135.0,70,40,3557.0,234.0,60.0,174.0,89.0,180.0,186.0,89.0,1199.0,234.0,2.0,84.0,680.0,13.0,22.0,680.0,0
135,-120.39529558453306,37.65859368741549,177.0,124,40,6057.0,349.0,45.0,303.0,98.0,264.0,264.0,98.0,569.0,109.0,1.0,85.0,315.0,4.0,4.0,315.0,0
136,-120.69127795048432,37.652141043178176,179.0,124,42,5730.0,347.0,50.0,296.0,103.0,254.0,260.0,103.0,397.0,79.0,1.0,85.0,225.0,5.0,5.0,225.0,0
137,-116.15291904553436,33.31807439640088,193.0,135,42,6394.0,368.0,49.0,319.0,111.0,239.0,287.0,110.0,126.0,22.0,1.0,56.0,57.0,4.0,32.0,57.0,0
138,-121.00002163568008,38.8790881338169,154.0,122,39,6422.0,334.0,22.0,312.0,70.0,246.0,246.0,70.0,1046.0,208.0,2.0,83.0,596.0,12.0,12.0,596.0,0
139,-117.90886813030514,36.16196783381503,134.0,120,34,7834.0,323.0,-21.0,344.0,42.0,197.0,246.0,32.0,229.0,43.0,3.0,74.0,130.0,14.0,24.0,116.0,0
140,-116.53660357977168,34.89622886111842,202.0,131,36,7895.0,395.0,36.0,359.0,109.0,267.0,313.0,96.0,142.0,18.0,1.0,46.0,55.0,6.0,39.0,55.0,0
141,-116.05618576876977,36.0355499930654,164.0,124,33,8487.0,360.0,-7.0,368.0,66.0,238.0,283.0,49.0,235.0,44.0,2.0,63.0,126.0,13.0,45.0,116.0,0
142,-122.11226628897282,39.937351048393,177.0,122,36,7138.0,370.0,38.0,332.0,84.0,280.0,280.0,84.0,645.0,132.0,2.0,83.0,379.0,10.0,10.0,379.0,0
143,-122.99920774728535,38.64109905238003,139.0,89,42,4092.0,257.0,46.0,210.0,83.0,190.0,195.0,83.0,1203.0,283.0,1.0,93.0,795.0,10.0,12.0,795.0,0
144,-121.78585150123033,40.44535658106521,116.0,122,36,7315.0,313.0,-24.0,337.0,22.0,224.0,224.0,22.0,975.0,161.0,5.0,67.0,471.0,32.0,32.0,471.0,0
145,-122.05187473980835,39.41061661701235,179.0,123,38,6588.0,362.0,45.0,317.0,91.0,271.0,271.0,91.0,487.0,95.0,1.0,82.0,274.0,5.0,5.0,274.0,0
146,-116.95813637393488,34.227629391187264,86.0,132,42,6306.0,259.0,-55.0,314.0,13.0,133.0,178.0,4.0,541.0,96.0,2.0,77.0,282.0,20.0,40.0,276.0,0
147,-122.13609131583053,37.90155283776728,143.0,97,45,3894.0,261.0,46.0,214.0,87.0,193.0,194.0,87.0,499.0,112.0,1.0,91.0,317.0,4.0,4.0,317.0,0
148,-121.2470592124227,38.879941918318586,176.0,123,39,6328.0,355.0,45.0,310.0,93.0,266.0,266.0,93.0,647.0,130.0,2.0,82.0,368.0,8.0,8.0,368.0,0
149,-116.3111207769598,36.026891087910684,212.0,123,32,8806.0,412.0,35.0,377.0,110.0,289.0,334.0,92.0,114.0,21.0,1.0,64.0,60.0,7.0,22.0,56.0,0
150,-116.84153105722844,32.64634976590942,177.0,107,45,4413.0,308.0,70.0,237.0,136.0,229.0,243.0,122.0,324.0,62.0,1.0,86.0,183.0,5.0,8.0,165.0,0
151,-123.70339134392586,39.755845905234,115.0,87,41,4334.0,240.0,26.0,213.0,60.0,171.0,178.0,60.0,1736.0,333.0,3.0,82.0,965.0,18.0,33.0,965.0,0
152,-120.0884262156378,35.20427097135719,131.0,120,45,4872.0,277.0,11.0,266.0,75.0,193.0,201.0,67.0,376.0,78.0,0.0,92.0,228.0,1.0,2.0,211.0,0
153,-117.91948134976197,35.126683221500585,182.0,128,37,7329.0,369.0,30.0,338.0,97.0,240.0,288.0,87.0,129.0,24.0,1.0,79.0,72.0,4.0,10.0,64.0,0
154,-120.7514929742491,37.8418513121716,178.0,123,41,5771.0,345.0,49.0,296.0,100.0,259.0,259.0,100.0,441.0,86.0,1.0,83.0,245.0,5.0,5.0,245.0,0
155,-116.0411537810572,35.092109139695346,230.0,129,34,8393.0,428.0,57.0,371.0,245.0,302.0,348.0,117.0,124.0,15.0,2.0,41.0,43.0,7.0,42.0,39.0,0
156,-116.90573361263652,35.93401595092143,209.0,121,32,8624.0,408.0,38.0,370.0,109.0,284.0,330.0,93.0,80.0,14.0,1.0,66.0,44.0,5.0,16.0,37.0,0
157,-121.6813454985172,36.40476507544111,125.0,88,48,3146.0,225.0,40.0,184.0,81.0,164.0,167.0,81.0,597.0,130.0,1.0,91.0,364.0,5.0,5.0,364.0,0
158,-121.05162215223142,41.96300268175271,90.0,116,34,7475.0,293.0,-44.0,337.0,7.0,206.0,206.0,-2.0,411.0,55.0,9.0,40.0,156.0,34.0,34.0,147.0,0
159,-120.31620641111716,38.157817057243456,129.0,122,39,6353.0,305.0,-4.0,310.0,47.0,222.0,222.0,47.0,1094.0,228.0,3.0,83.0,639.0,12.0,12.0,639.0,0
160,-115.77306475897385,35.14055164254569,182.0,129,35,8132.0,376.0,13.0,362.0,296.0,251.0,296.0,73.0,226.0,30.0,3.0,40.0,86.0,14.0,86.0,66.0,0
161,-119.0162060475518,38.12253713404058,87.0,120,34,7732.0,280.0,-68.0,348.0,-10.0,145.0,202.0,-10.0,354.0,60.0,11.0,61.0,176.0,36.0,43.0,176.0,0
162,-114.6716367404194,33.767594289954545,243.0,130,37,7693.0,428.0,79.0,349.0,351.0,308.0,351.0,140.0,102.0,21.0,1.0,62.0,49.0,3.0,49.0,32.0,0
163,-116.30031235953012,35.5272173567603,151.0,126,35,8093.0,345.0,-14.0,359.0,57.0,220.0,265.0,43.0,145.0,23.0,1.0,53.0,67.0,7.0,36.0,58.0,0
164,-117.41315139648836,36.76229339904249,138.0,116,32,8414.0,331.0,-26.0,358.0,40.0,209.0,258.0,26.0,114.0,16.0,3.0,40.0,47.0,13.0,29.0,40.0,0
165,-120.74081504214443,41.64233763353308,87.0,116,33,7677.0,291.0,-52.0,344.0,1.0,205.0,205.0,-9.0,420.0,54.0,9.0,40.0,156.0,33.0,33.0,149.0,0
166,-122.23976977788122,38.40703942365983,136.0,109,43,4723.0,276.0,26.0,250.0,70.0,199.0,199.0,70.0,749.0,160.0,1.0,90.0,451.0,6.0,6.0,451.0,0
167,-114.38695737165727,34.56329946539614,247.0,126,35,8225.0,435.0,75.0,360.0,152.0,320.0,360.0,137.0,111.0,16.0,1.0,52.0,46.0,4.0,38.0,42.0,0
168,-120.53139475231517,40.14389424162432,80.0,123,35,7541.0,280.0,-66.0,347.0,-16.0,192.0,192.0,-16.0,585.0,108.0,8.0,67.0,308.0,24.0,24.0,308.0,0
169,-121.24780274583884,36.04749939092928,135.0,110,47,4055.0,263.0,28.0,234.0,78.0,185.0,190.0,78.0,481.0,110.0,1.0,97.0,309.0,3.0,3.0,309.0,0
170,-120.12034586743614,38.77124955552632,57.0,123,37,6793.0,241.0,-84.0,325.0,-29.0,157.0,157.0,-29.0,936.0,163.0,11.0,69.0,465.0,40.0,40.0,465.0,0
171,-121.3600421143944,40.74523490073387,87.0,122,35,7410.0,286.0,-54.0,341.0,-6.0,198.0,198.0,-6.0,658.0,103.0,6.0,59.0,301.0,27.0,27.0,301.0,0
172,-116.06677768335013,35.425344229677506,214.0,127,34,8517.0,412.0,39.0,373.0,115.0,287.0,333.0,99.0,157.0,20.0,2.0,39.0,58.0,10.0,49.0,51.0,0
173,-122.4317454519598,41.35866505265206,67.0,121,37,6812.0,257.0,-65.0,323.0,-19.0,169.0,169.0,-19.0,1058.0,208.0,7.0,78.0,596.0,30.0,30.0,596.0,0
174,-120.19578817794832,35.25343831633955,129.0,121,45,4850.0,275.0,9.0,266.0,67.0,191.0,198.0,65.0,407.0,91.0,0.0,96.0,257.0,1.0,2.0,256.0,0
175,-118.04119471441838,36.54063336923395,160.0,117,33,8117.0,352.0,3.0,349.0,66.0,231.0,278.0,55.0,158.0,32.0,2.0,78.0,91.0,9.0,12.0,88.0,0
176,-118.75700366216984,36.9307195707379,73.0,119,36,7056.0,254.0,-68.0,323.0,-8.0,177.0,177.0,-15.0,634.0,127.0,5.0,83.0,366.0,17.0,17.0,349.0,0
177,-120.95511538687298,36.85596309800259,151.0,126,45,5005.0,306.0,27.0,279.0,90.0,214.0,219.0,81.0,252.0,50.0,1.0,83.0,139.0,3.0,3.0,137.0,0
178,-118.19031628171692,34.77092371728275,173.0,128,40,6552.0,347.0,31.0,316.0,97.0,223.0,268.0,89.0,177.0,36.0,1.0,86.0,104.0,5.0,10.0,98.0,0
179,-123.63067749068034,40.88567015595751,108.0,99,40,4998.0,252.0,8.0,244.0,45.0,173.0,182.0,45.0,1451.0,299.0,3.0,88.0,875.0,21.0,25.0,875.0,0
180,-123.34633078260129,40.56038224389043,86.0,111,40,5563.0,248.0,-25.0,274.0,15.0,159.0,168.0,15.0,1398.0,257.0,4.0,78.0,760.0,28.0,36.0,760.0,0
181,-118.11180068356946,36.26286391265814,43.0,119,36,7183.0,224.0,-101.0,326.0,-40.0,136.0,148.0,-48.0,319.0,62.0,3.0,80.0,181.0,16.0,21.0,175.0,0
182,-116.55348361296652,34.63132648227078,162.0,132,38,7397.0,350.0,4.0,346.0,64.0,222.0,268.0,64.0,164.0,25.0,1.0,55.0,74.0,5.0,41.0,74.0,0
183,-116.44674971806194,36.217511378918736,206.0,121,32,8846.0,405.0,29.0,376.0,103.0,283.0,329.0,86.0,103.0,18.0,1.0,64.0,54.0,6.0,19.0,50.0,0
184,-115.96754879481576,35.042367025045,228.0,129,35,8350.0,425.0,55.0,370.0,131.0,299.0,345.0,115.0,135.0,17.0,2.0,40.0,47.0,7.0,42.0,45.0,0
185,-123.60050607277468,41.222724423517576,103.0,100,40,5135.0,251.0,2.0,249.0,39.0,170.0,180.0,39.0,1479.0,265.0,5.0,76.0,787.0,33.0,42.0,787.0,0
186,-120.85688690112356,38.10903688964304,174.0,123,41,5869.0,343.0,45.0,298.0,95.0,256.0,256.0,95.0,511.0,89.0,1.0,78.0,258.0,5.0,5.0,258.0,0
187,-119.91210227489049,36.808121244507625,189.0,129,41,6274.0,366.0,52.0,315.0,118.0,280.0,280.0,108.0,287.0,53.0,0.0,83.0,155.0,0.0,0.0,153.0,0
188,-120.60338853732136,35.856370855458906,150.0,125,45,4958.0,302.0,26.0,275.0,93.0,213.0,220.0,83.0,357.0,72.0,1.0,92.0,215.0,3.0,3.0,202.0,0
189,-114.92419520753428,34.32471034356965,216.0,129,36,7806.0,403.0,52.0,351.0,132.0,282.0,326.0,112.0,134.0,18.0,1.0,49.0,50.0,5.0,46.0,49.0,0
190,-120.34439095544914,34.46157932146004,154.0,67,45,2760.0,235.0,86.0,149.0,121.0,185.0,193.0,119.0,378.0,84.0,0.0,97.0,249.0,1.0,2.0,217.0,0
191,-124.20756496979097,40.53805473281496,128.0,60,40,3132.0,213.0,65.0,148.0,89.0,166.0,174.0,89.0,1428.0,260.0,3.0,78.0,778.0,23.0,32.0,778.0,0
192,-114.8048889264953,33.584854828677564,246.0,131,37,7591.0,430.0,83.0,347.0,352.0,308.0,352.0,144.0,93.0,17.0,1.0,58.0,41.0,3.0,41.0,29.0,0
193,-116.82726246893058,35.50329694920857,171.0,125,34,8112.0,365.0,6.0,359.0,76.0,240.0,286.0,63.0,131.0,24.0,1.0,67.0,72.0,6.0,34.0,58.0,0
194,-121.2551087686169,36.82745600112214,148.0,116,46,4368.0,286.0,35.0,250.0,97.0,203.0,207.0,87.0,374.0,70.0,1.0,85.0,206.0,4.0,5.0,195.0,0
195,-123.00090988659925,41.98976132524664,70.0,114,39,5976.0,243.0,-47.0,290.0,-5.0,151.0,160.0,-5.0,733.0,126.0,10.0,65.0,370.0,43.0,44.0,370.0,0
196,-118.32307071773668,33.337797789905174,173.0,57,42,2709.0,247.0,111.0,135.0,141.0,212.0,212.0,141.0,255.0,55.0,1.0,95.0,161.0,3.0,3.0,161.0,0
197,-116.13232219092374,35.43065884568248,233.0,127,33,8636.0,433.0,57.0,376.0,133.0,307.0,353.0,116.0,111.0,15.0,1.0,43.0,43.0,6.0,33.0,39.0,0
198,-121.67513851966088,37.93504717952801,163.0,113,44,4652.0,304.0,50.0,254.0,97.0,225.0,225.0,97.0,351.0,75.0,1.0,89.0,213.0,3.0,3.0,213.0,0
199,-122.12618597486636,40.39212928571952,168.0,122,35,7456.0,367.0,26.0,341.0,72.0,277.0,277.0,72.0,902.0,161.0,4.0,73.0,469.0,22.0,22.0,469.0,0
200,-114.89025239188445,33.55927224453152,246.0,132,37,7549.0,431.0,84.0,347.0,220.0,308.0,352.0,145.0,87.0,13.0,0.0,57.0,34.0,1.0,32.0,34.0,0
201,-118.02143932453195,36.70065017239918,137.0,116,33,8053.0,327.0,-19.0,347.0,43.0,245.0,253.0,32.0,239.0,46.0,5.0,72.0,136.0,18.0,21.0,125.0,0
202,-123.75811032739888,39.655405011790016,143.0,78,40,3926.0,253.0,62.0,191.0,93.0,193.0,200.0,93.0,1390.0,254.0,2.0,80.0,739.0,16.0,29.0,739.0,0
203,-116.27170961092963,34.49501336206383,184.0,133,38,7488.0,373.0,24.0,348.0,85.0,245.0,291.0,85.0,128.0,18.0,1.0,49.0,53.0,4.0,37.0,53.0,0
204,-115.8896640634213,34.23973253623371,216.0,133,37,7568.0,406.0,55.0,350.0,191.0,278.0,324.0,116.0,71.0,10.0,0.0,52.0,28.0,1.0,27.0,28.0,0
205,-117.56093755302528,34.98237622011416,182.0,129,37,7354.0,369.0,28.0,340.0,96.0,240.0,287.0,85.0,111.0,21.0,1.0,74.0,62.0,4.0,13.0,56.0,0
206,-119.39091422697888,36.416255319937626,196.0,128,39,6647.0,377.0,55.0,322.0,118.0,294.0,294.0,111.0,292.0,57.0,0.0,84.0,158.0,0.0,0.0,157.0,0
207,-119.20486290226287,34.41783766759208,167.0,104,43,4703.0,299.0,59.0,239.0,113.0,229.0,236.0,108.0,489.0,106.0,0.0,95.0,315.0,2.0,2.0,269.0,0
208,-116.37053001990296,33.23521140500804,212.0,132,42,6127.0,381.0,71.0,310.0,133.0,253.0,302.0,133.0,188.0,35.0,1.0,70.0,98.0,6.0,25.0,98.0,0
209,-118.7133658932248,34.25150988842546,178.0,107,43,4872.0,313.0,66.0,247.0,122.0,239.0,249.0,116.0,382.0,81.0,0.0,93.0,240.0,1.0,4.0,205.0,0
210,-120.11905115644322,41.556378405837286,101.0,114,32,8117.0,310.0,-45.0,356.0,-2.0,225.0,225.0,-2.0,327.0,45.0,6.0,46.0,134.0,23.0,23.0,134.0,0
211,-115.26083154133944,33.886753887386675,237.0,132,37,7591.0,424.0,75.0,348.0,169.0,299.0,344.0,136.0,75.0,12.0,1.0,55.0,31.0,3.0,29.0,31.0,0
212,-114.90243311653936,34.38845991772485,217.0,128,36,7869.0,404.0,51.0,352.0,131.0,284.0,327.0,112.0,128.0,17.0,1.0,49.0,51.0,5.0,37.0,48.0,0
213,-121.48934811100688,37.09150255864055,129.0,108,46,4025.0,256.0,24.0,232.0,76.0,178.0,182.0,71.0,469.0,96.0,1.0,90.0,274.0,4.0,5.0,272.0,0
214,-118.71290944546584,34.87770114365483,127.0,127,41,6095.0,295.0,-6.0,302.0,72.0,207.0,216.0,50.0,347.0,65.0,1.0,80.0,191.0,4.0,8.0,151.0,0
215,-120.73952191985296,35.24800193809075,153.0,95,46,3638.0,263.0,60.0,203.0,104.0,199.0,205.0,104.0,548.0,123.0,0.0,96.0,352.0,1.0,2.0,352.0,0
216,-121.16551873490369,37.51582891003353,169.0,121,44,4994.0,321.0,49.0,272.0,108.0,233.0,237.0,100.0,303.0,58.0,1.0,84.0,163.0,4.0,5.0,163.0,0
217,-115.15674086830448,33.049974312996135,245.0,135,39,7227.0,429.0,87.0,341.0,348.0,301.0,348.0,149.0,66.0,10.0,0.0,59.0,26.0,0.0,26.0,24.0,0
218,-120.25789808272675,36.51467972699216,182.0,133,43,5843.0,354.0,46.0,308.0,104.0,265.0,265.0,104.0,204.0,41.0,0.0,86.0,117.0,0.0,0.0,117.0,0
219,-121.2670902495771,41.43389080711194,95.0,119,34,7548.0,298.0,-44.0,343.0,3.0,210.0,210.0,0.0,440.0,60.0,6.0,48.0,176.0,27.0,27.0,176.0,0
220,-123.67695809512232,41.198602303986746,127.0,96,40,4965.0,269.0,30.0,239.0,66.0,192.0,202.0,66.0,1306.0,249.0,3.0,82.0,719.0,22.0,26.0,719.0,0
221,-120.86102679491326,39.07881868737633,142.0,122,38,6654.0,326.0,7.0,319.0,56.0,238.0,238.0,56.0,1127.0,221.0,3.0,81.0,635.0,16.0,16.0,635.0,0
222,-120.28645965304636,40.27764230710224,115.0,121,33,8029.0,321.0,-38.0,360.0,12.0,235.0,235.0,12.0,292.0,50.0,6.0,57.0,146.0,19.0,19.0,146.0,0
223,-118.88000388658187,37.143893933288766,43.0,120,37,6882.0,223.0,-97.0,320.0,-35.0,145.0,145.0,-42.0,695.0,128.0,7.0,76.0,378.0,23.0,23.0,349.0,0
224,-121.28126129423192,37.55419040614874,164.0,119,44,4820.0,312.0,46.0,265.0,96.0,225.0,229.0,96.0,282.0,55.0,1.0,84.0,157.0,4.0,5.0,157.0,0
225,-122.79941830060712,41.84016175129575,112.0,117,37,6508.0,295.0,-13.0,308.0,30.0,206.0,210.0,30.0,467.0,82.0,7.0,65.0,238.0,31.0,31.0,238.0,0
226,-122.94494925877171,38.12890631116747,145.0,70,43,3074.0,232.0,71.0,161.0,101.0,184.0,186.0,101.0,1013.0,210.0,1.0,88.0,596.0,9.0,9.0,596.0,0
227,-119.55775506197588,36.5500336649096,193.0,129,40,6525.0,374.0,53.0,320.0,120.0,289.0,289.0,110.0,289.0,56.0,0.0,84.0,158.0,0.0,0.0,156.0,0
228,-120.43281305292292,38.10688740204048,150.0,122,39,6256.0,325.0,17.0,308.0,68.0,240.0,240.0,68.0,965.0,204.0,1.0,86.0,574.0,9.0,9.0,574.0,0
229,-122.18329953664087,41.48714298370392,52.0,121,37,6896.0,245.0,-81.0,326.0,-34.0,156.0,156.0,-34.0,844.0,136.0,11.0,60.0,396.0,40.0,40.0,396.0,0
230,-121.64585033948792,39.22769213841247,180.0,123,38,6537.0,363.0,46.0,316.0,93.0,272.0,272.0,93.0,540.0,110.0,1.0,85.0,317.0,3.0,3.0,317.0,0
231,-123.94190585207812,40.059083972399456,123.0,77,41,3871.0,233.0,44.0,188.0,74.0,172.0,180.0,74.0,1846.0,361.0,2.0,84.0,1058.0,19.0,34.0,1058.0,0
232,-118.16529346887948,37.194700685873286,105.0,116,33,8024.0,296.0,-51.0,347.0,12.0,138.0,222.0,1.0,290.0,44.0,11.0,46.0,132.0,39.0,47.0,122.0,0
233,-116.97109593184624,33.33907502583558,156.0,118,44,5123.0,302.0,34.0,268.0,99.0,219.0,232.0,91.0,457.0,86.0,2.0,82.0,255.0,13.0,24.0,227.0,0
234,-120.11704250095218,39.81177650569055,95.0,122,34,7815.0,297.0,-58.0,355.0,-5.0,211.0,211.0,-5.0,382.0,65.0,9.0,57.0,185.0,29.0,29.0,185.0,0
235,-115.76024628984273,33.160592243056826,244.0,136,40,6842.0,425.0,93.0,332.0,154.0,294.0,343.0,154.0,65.0,11.0,0.0,59.0,31.0,1.0,19.0,31.0,0
